Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
Jones-Merritt Pvt. Ltd.,Entertainment,South Africa,LLaMA,2024,4178,26,18743,22.3,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
"Pham, Potter and Marshall Pvt. Ltd.",Manufacturing,Canada,Groq,2023,17425,12,3789,33.5,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
"Martin, Cantu and King Pvt. Ltd.",Education,South Africa,Groq,2024,1770,25,7866,32.6,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
Andrews-Peck Pvt. Ltd.,Advertising,USA,LLaMA,2023,14351,12,23494,11.0,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
Mcmillan-Watts Pvt. Ltd.,Entertainment,Singapore,LLaMA,2024,5918,13,23054,31.4,Our workflows have improved drastically with generative AI. Some departments feel left behind.
"Montoya, Stout and Parks Pvt. Ltd.",Finance,Germany,Claude,2023,6614,22,7686,21.1,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Hurst, Perez and Flores Pvt. Ltd.",Finance,UAE,Mixtral,2022,5809,17,23936,16.9,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
Hale-Romero Pvt. Ltd.,Finance,UAE,Groq,2022,16285,16,4643,25.6,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
"Terry, Branch and Baker Pvt. Ltd.",Healthcare,UK,ChatGPT,2024,353,5,16550,25.8,"Job roles have shifted a lot, which is both good and scary. Managers were initially skeptical."
Moore-Jimenez Pvt. Ltd.,Telecom,South Africa,Mixtral,2024,1312,4,19508,4.5,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Wells-Young Pvt. Ltd.,Transportation,France,Gemini,2024,6239,7,1821,10.6,"AI helped me reduce repetitive tasks, but learning curve was steep. Overall, it's a big shift."
"Vaughan, Sims and Jimenez Pvt. Ltd.",Legal Services,USA,Claude,2024,2680,6,756,24.4,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
Burch-Hunt Pvt. Ltd.,Technology,France,Gemini,2024,17093,2,21854,18.1,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
Holden-Livingston Pvt. Ltd.,Hospitality,Canada,Claude,2023,7161,10,9557,8.2,I love using AI—it makes my job easier and more fun. Job rotations have increased.
"Mcknight, Case and Thomas Pvt. Ltd.",Healthcare,Switzerland,Groq,2024,1489,13,15687,29.4,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
"Briggs, Cruz and Martin Pvt. Ltd.",Advertising,Japan,LLaMA,2023,11622,21,5096,20.5,"We now finish tasks faster, but some older employees are struggling. Monthly town halls discuss the AI rollout."
"Phillips, Jordan and Patel Pvt. Ltd.",Technology,Canada,Mixtral,2024,8421,8,6360,4.6,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
"Jordan, Jennings and Smith Pvt. Ltd.",Technology,Canada,Gemini,2024,6507,24,16564,22.2,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Leblanc, Cooper and Young Pvt. Ltd.",Transportation,Singapore,Mixtral,2024,16140,23,7581,11.1,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
"Miller, Cole and Rivera Pvt. Ltd.",Transportation,Switzerland,Groq,2023,17887,11,11419,12.8,"Mixed responses—management excited, staff feel uncertain. Internal newsletters now highlight AI use cases."
"Bennett, Williams and Jones Pvt. Ltd.",Finance,UAE,Mixtral,2024,11043,9,20859,19.2,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
"Wagner, Torres and Reyes Pvt. Ltd.",Legal Services,Brazil,Mixtral,2024,19137,18,5178,22.4,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Jones-Poole Pvt. Ltd.,Transportation,Japan,LLaMA,2023,19101,28,19708,24.2,"We now finish tasks faster, but some older employees are struggling. Monthly town halls discuss the AI rollout."
"Morales, Colon and Cortez Pvt. Ltd.",Healthcare,Canada,Mixtral,2023,7794,4,2406,9.5,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
"Brown, Lopez and Roach Pvt. Ltd.",Telecom,UAE,Claude,2022,19080,25,21014,8.4,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
Austin-Wilson Pvt. Ltd.,Transportation,Japan,ChatGPT,2023,2727,28,20560,33.1,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
Rivas-Bradley Pvt. Ltd.,Utilities,Brazil,Claude,2023,10484,21,6787,11.1,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
Cruz-Perez Pvt. Ltd.,Manufacturing,France,Mixtral,2024,17061,22,2076,6.7,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
Wolfe Inc Pvt. Ltd.,Transportation,Singapore,ChatGPT,2022,9779,6,12421,12.1,New roles are exciting; transition was smoother than expected. My team adapted faster than others.
"Johnson, Montgomery and Carter Pvt. Ltd.",Hospitality,Japan,Groq,2022,14705,27,14152,20.2,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
Scott-Evans Pvt. Ltd.,Education,France,Gemini,2023,18154,17,17915,9.6,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
"Murphy, Guzman and Franco Pvt. Ltd.",Transportation,Japan,Mixtral,2024,10920,2,24437,22.9,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
"Steele, Brandt and Jenkins Pvt. Ltd.",Healthcare,India,LLaMA,2024,16186,27,5118,27.9,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
Wilkins-Horton Pvt. Ltd.,Utilities,France,Groq,2024,103,15,11400,17.3,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
"Williams, Williams and Johnson Pvt. Ltd.",Finance,South Africa,ChatGPT,2023,4317,19,15396,5.5,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
Montes-Clark Pvt. Ltd.,Entertainment,Canada,Gemini,2023,19172,23,17765,34.6,"Mixed responses—management excited, staff feel uncertain. Clients now expect faster results due to AI use."
Palmer-Huff Pvt. Ltd.,Entertainment,Switzerland,Gemini,2022,14065,5,18413,2.8,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
"Johnson, Rowe and Thompson Pvt. Ltd.",Entertainment,USA,LLaMA,2022,8944,28,16351,29.4,"There's concern that AI will replace some of us soon. Overall, it's a big shift."
"Davis, Taylor and King Pvt. Ltd.",Manufacturing,India,ChatGPT,2024,19281,25,13889,26.6,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
Bennett-Jones Pvt. Ltd.,Legal Services,Germany,ChatGPT,2024,5168,16,2204,8.6,"Mixed responses—management excited, staff feel uncertain. Clients now expect faster results due to AI use."
Herman Group Pvt. Ltd.,Telecom,South Korea,Gemini,2023,17952,14,15823,13.2,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
"Daniels, Rivera and Alexander Pvt. Ltd.",Education,UAE,ChatGPT,2022,2368,12,24308,34.7,"Productivity increased, but there's anxiety about job security. Some departments feel left behind."
"Johnson, Garcia and Ford Pvt. Ltd.",Transportation,Brazil,Claude,2022,4778,26,15854,11.8,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
Hahn-Flores Pvt. Ltd.,Legal Services,Germany,Claude,2023,19310,3,3120,28.2,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
Walter-Walters Pvt. Ltd.,Entertainment,Japan,ChatGPT,2022,18226,14,17985,15.3,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
"Jimenez, Banks and Allen Pvt. Ltd.",Retail,South Africa,Claude,2022,5120,15,22515,33.8,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
Taylor-Bass Pvt. Ltd.,Legal Services,South Africa,Groq,2024,14691,12,11783,28.0,"We now finish tasks faster, but some older employees are struggling. Some departments feel left behind."
Proctor-Anderson Pvt. Ltd.,Retail,USA,LLaMA,2022,19466,2,16343,8.8,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
Jackson-Allen Pvt. Ltd.,Utilities,USA,Mixtral,2024,2405,13,5056,6.0,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
"Farley, Mcdonald and Villa Pvt. Ltd.",Manufacturing,Canada,Mixtral,2023,13038,6,5677,19.9,"AI helped me reduce repetitive tasks, but learning curve was steep. HR hosted webinars weekly."
Reeves Inc Pvt. Ltd.,Hospitality,Japan,Gemini,2022,13496,22,7132,26.4,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Fisher-Robertson Pvt. Ltd.,Transportation,Germany,Claude,2023,8850,21,10374,16.0,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
Navarro-Lewis Pvt. Ltd.,Technology,Singapore,Groq,2024,18968,16,19441,16.4,New roles are exciting; transition was smoother than expected. Managers were initially skeptical.
Crane and Sons Pvt. Ltd.,Defense,USA,LLaMA,2023,14186,10,20040,28.3,"AI helped me reduce repetitive tasks, but learning curve was steep. HR hosted webinars weekly."
Frost-Watson Pvt. Ltd.,Education,Singapore,Gemini,2024,16774,15,10380,26.4,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
"Hall, Lee and Ford Pvt. Ltd.",Transportation,Singapore,Mixtral,2022,1873,11,20213,7.9,Our workflows have improved drastically with generative AI. Job rotations have increased.
"Gross, Taylor and Lynn Pvt. Ltd.",Manufacturing,Germany,ChatGPT,2022,13614,5,11685,3.9,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
Barnes-Buck Pvt. Ltd.,Entertainment,Germany,Groq,2023,7781,27,10509,8.4,New roles are exciting; transition was smoother than expected. My team adapted faster than others.
Hill-Charles Pvt. Ltd.,Utilities,Switzerland,LLaMA,2023,5166,19,20864,19.7,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
Marshall-Levy Pvt. Ltd.,Entertainment,UAE,Groq,2024,4051,15,2670,15.0,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
"Miles, Garza and Lyons Pvt. Ltd.",Retail,USA,ChatGPT,2022,17979,14,10937,5.1,"We now finish tasks faster, but some older employees are struggling. Monthly town halls discuss the AI rollout."
Jackson-King Pvt. Ltd.,Legal Services,Australia,Groq,2022,17452,16,10207,27.2,New roles are exciting; transition was smoother than expected. It changed how we communicate internally.
"Green, Martinez and Kennedy Pvt. Ltd.",Utilities,Australia,LLaMA,2024,13532,12,16069,3.1,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
Melendez-Scott Pvt. Ltd.,Healthcare,USA,Gemini,2024,8896,24,1210,20.2,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
Shelton-Walker Pvt. Ltd.,Utilities,France,LLaMA,2023,11460,2,11592,18.0,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
Chandler-Richard Pvt. Ltd.,Education,UK,Mixtral,2023,357,18,23032,31.0,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
Gibson-Norman Pvt. Ltd.,Retail,Australia,Gemini,2023,15304,1,520,32.3,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
"Lee, Bradley and Davis Pvt. Ltd.",Healthcare,South Korea,Groq,2022,3482,19,24987,30.8,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
Sanders-Boyer Pvt. Ltd.,Technology,UAE,ChatGPT,2023,8284,21,13527,9.3,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
"Phillips, Murphy and Mason Pvt. Ltd.",Telecom,South Korea,Mixtral,2022,12763,28,8467,10.9,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
"Whitaker, Anthony and Hogan Pvt. Ltd.",Technology,Australia,Claude,2024,19917,18,2690,14.2,Our workflows have improved drastically with generative AI. Some departments feel left behind.
Garcia-Patel Pvt. Ltd.,Advertising,UK,LLaMA,2024,3278,18,17849,29.7,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
"Williams, Rodriguez and Byrd Pvt. Ltd.",Retail,Switzerland,Mixtral,2023,19339,25,7831,19.1,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
Gutierrez-Peterson Pvt. Ltd.,Telecom,India,Groq,2022,14188,19,17780,29.0,New roles are exciting; transition was smoother than expected. It changed how we communicate internally.
"Hernandez, Ramos and Young Pvt. Ltd.",Utilities,USA,Groq,2024,1505,17,12350,30.2,Our workflows have improved drastically with generative AI. My team adapted faster than others.
Diaz-Hawkins Pvt. Ltd.,Defense,UAE,ChatGPT,2023,11390,21,22221,17.9,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
Nicholson-Dodson Pvt. Ltd.,Hospitality,South Africa,Groq,2024,1823,10,14894,12.2,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
Casey-Smith Pvt. Ltd.,Education,France,Mixtral,2024,18224,5,17694,30.1,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Andrade, Blair and Carter Pvt. Ltd.",Retail,Canada,Groq,2022,7620,15,10760,28.1,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
Rodriguez-Kirby Pvt. Ltd.,Defense,Singapore,Mixtral,2023,13115,12,20291,14.4,New roles are exciting; transition was smoother than expected. Internal newsletters now highlight AI use cases.
"Neal, Johnson and Watson Pvt. Ltd.",Healthcare,UAE,Mixtral,2023,13033,26,2525,34.9,"Mixed responses—management excited, staff feel uncertain. Clients now expect faster results due to AI use."
Li Ltd Pvt. Ltd.,Defense,Japan,LLaMA,2023,5291,5,10009,5.2,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
"Walters, Steele and Castro Pvt. Ltd.",Retail,South Africa,Gemini,2022,12985,10,17993,19.1,"We now finish tasks faster, but some older employees are struggling. Monthly town halls discuss the AI rollout."
Hodge-Crawford Pvt. Ltd.,Manufacturing,Japan,Claude,2022,9451,2,7431,16.0,"Job roles have shifted a lot, which is both good and scary. Managers were initially skeptical."
"Klein, Johnson and Pena Pvt. Ltd.",Defense,USA,Mixtral,2024,2343,8,13556,16.6,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
